customerID,churn_probability,risk_band,recommended_action
8277-rvrsv,0.0664,Low,No action required
9943-vszuv,0.4368,Medium,Send personalized engagement email
0117-lfrmw,0.2669,Low,No action required
6172-fecyy,0.5653,Medium,Send personalized engagement email
7054-enngu,0.4422,Medium,Send personalized engagement email
1455-hfbxa,0.1683,Low,No action required
9402-cxwpl,0.3248,Low,No action required
1628-bizyp,0.9259,High,Offer retention discount immediately
1965-aktsx,0.7858,High,Offer retention discount immediately
0082-ldzue,0.7368,High,Offer retention discount immediately
4786-uksnz,0.5832,Medium,Send personalized engagement email
5343-sgubi,0.1846,Low,No action required
0856-naoes,0.4516,Medium,Send personalized engagement email
1976-azzpj,0.4345,Medium,Send personalized engagement email
7248-vzqlc,0.5937,Medium,Send personalized engagement email
6156-uzdlf,0.2006,Low,No action required
3099-oonvs,0.3904,Low,No action required
9500-wbgrp,0.0382,Low,No action required
5183-klyem,0.1053,Low,No action required
5144-pqcdz,0.3618,Low,No action required
8514-vzheb,0.0543,Low,No action required
6625-iuttt,0.1015,Low,No action required
9355-nppfs,0.7156,High,Offer retention discount immediately
0068-figtf,0.1192,Low,No action required
5965-ggprw,0.073,Low,No action required
8035-pwsev,0.8477,High,Offer retention discount immediately
2236-hilpa,0.0383,Low,No action required
1840-biuog,0.2737,Low,No action required
1356-mkysk,0.6419,Medium,Send personalized engagement email
6080-lnesi,0.0732,Low,No action required
1830-ipxvj,0.0449,Low,No action required
5828-dwpil,0.5594,Medium,Send personalized engagement email
8398-tbiyd,0.0775,Low,No action required
0011-igkff,0.8871,High,Offer retention discount immediately
4192-gorjt,0.8787,High,Offer retention discount immediately
6496-slwhq,0.9113,High,Offer retention discount immediately
9912-gvseq,0.7609,High,Offer retention discount immediately
2931-fsohn,0.6386,Medium,Send personalized engagement email
9418-rukph,0.0592,Low,No action required
5383-mmtwc,0.8636,High,Offer retention discount immediately
9971-zwpbf,0.6116,Medium,Send personalized engagement email
4712-auqzo,0.3508,Low,No action required
9711-fjtbx,0.1385,Low,No action required
2908-ztpnf,0.3619,Low,No action required
7240-etptr,0.6428,Medium,Send personalized engagement email
2202-cuyxz,0.9259,High,Offer retention discount immediately
5995-oiglp,0.4213,Medium,Send personalized engagement email
8421-wzoow,0.537,Medium,Send personalized engagement email
6261-rcvns,0.1436,Low,No action required
7951-qkzpl,0.0773,Low,No action required
1414-yadcw,0.1151,Low,No action required
8756-rddlt,0.4037,Medium,Send personalized engagement email
2862-pfnik,0.7686,High,Offer retention discount immediately
5816-qvhrx,0.5361,Medium,Send personalized engagement email
4430-yhxgg,0.4833,Medium,Send personalized engagement email
6888-sbyai,0.7289,High,Offer retention discount immediately
7395-xwzoy,0.377,Low,No action required
7169-ywamk,0.0449,Low,No action required
3640-phqxk,0.7004,High,Offer retention discount immediately
6877-lgwxo,0.7095,High,Offer retention discount immediately
6859-rkmzj,0.4822,Medium,Send personalized engagement email
2729-vnvap,0.0511,Low,No action required
2957-jirmn,0.2335,Low,No action required
2049-bafnw,0.6847,Medium,Send personalized engagement email
3842-qtgdl,0.5765,Medium,Send personalized engagement email
7163-oceqi,0.2009,Low,No action required
9782-lgxmc,0.3206,Low,No action required
5975-baicr,0.1686,Low,No action required
8019-enhxu,0.717,High,Offer retention discount immediately
5167-gbfre,0.6332,Medium,Send personalized engagement email
9033-eoxwv,0.1719,Low,No action required
4673-kksls,0.5465,Medium,Send personalized engagement email
4853-oitsn,0.8704,High,Offer retention discount immediately
9800-ouigr,0.0378,Low,No action required
1324-nltje,0.4903,Medium,Send personalized engagement email
2324-efhvg,0.3837,Low,No action required
7094-mszao,0.2514,Low,No action required
1522-vvdmg,0.8679,High,Offer retention discount immediately
6907-cqgpn,0.3835,Low,No action required
0780-xnzfn,0.0502,Low,No action required
0239-oxexl,0.4959,Medium,Send personalized engagement email
2675-ijrgj,0.0587,Low,No action required
7049-gkvzy,0.1403,Low,No action required
8577-qsocg,0.0592,Low,No action required
3721-cnzhx,0.0715,Low,No action required
0212-isbbf,0.6133,Medium,Send personalized engagement email
9185-tqcvp,0.7893,High,Offer retention discount immediately
3585-ynadk,0.1084,Low,No action required
5271-dbysj,0.7407,High,Offer retention discount immediately
1099-godlo,0.1112,Low,No action required
6828-hmkwp,0.0736,Low,No action required
5567-wsele,0.8918,High,Offer retention discount immediately
1472-tncwl,0.6817,Medium,Send personalized engagement email
8063-rjynf,0.7789,High,Offer retention discount immediately
0687-zvthb,0.1037,Low,No action required
2080-gkcwq,0.7535,High,Offer retention discount immediately
9661-acxbs,0.7412,High,Offer retention discount immediately
2193-sfwqw,0.0519,Low,No action required
5656-jamlx,0.0483,Low,No action required
3462-bjqqa,0.8846,High,Offer retention discount immediately
0442-tdyuo,0.0621,Low,No action required
6733-lrizx,0.5302,Medium,Send personalized engagement email
9503-xjume,0.0572,Low,No action required
4367-nhwmm,0.6959,Medium,Send personalized engagement email
3727-rjmeo,0.867,High,Offer retention discount immediately
3779-oswcf,0.0697,Low,No action required
6736-dhuqi,0.1158,Low,No action required
3915-odiyg,0.2148,Low,No action required
1360-rcyrt,0.3443,Low,No action required
2724-fjdyw,0.1455,Low,No action required
4451-rwasj,0.0767,Low,No action required
6646-vrfol,0.7222,High,Offer retention discount immediately
3460-tjbwi,0.065,Low,No action required
5917-hbsdw,0.2029,Low,No action required
5685-iixly,0.8595,High,Offer retention discount immediately
5671-uunxd,0.5143,Medium,Send personalized engagement email
0956-acvzc,0.3272,Low,No action required
2325-nbpzg,0.8395,High,Offer retention discount immediately
4250-zbwlv,0.35,Low,No action required
4482-ftffx,0.5918,Medium,Send personalized engagement email
8859-dztgq,0.0551,Low,No action required
0440-mogpm,0.2949,Low,No action required
0020-jdnxp,0.1177,Low,No action required
3752-cqsji,0.2429,Low,No action required
5025-gooki,0.1858,Low,No action required
4698-kvllg,0.0579,Low,No action required
5095-aeskg,0.8645,High,Offer retention discount immediately
2887-jpylu,0.2681,Low,No action required
4770-qazxn,0.2354,Low,No action required
4896-cprpf,0.0664,Low,No action required
1871-mowrm,0.6899,Medium,Send personalized engagement email
9714-edsuc,0.8526,High,Offer retention discount immediately
2027-oaqqc,0.3421,Low,No action required
0282-nvsjs,0.4906,Medium,Send personalized engagement email
9090-sgqxl,0.6964,Medium,Send personalized engagement email
6595-ygxit,0.7734,High,Offer retention discount immediately
7353-yowfp,0.0759,Low,No action required
9835-ziitk,0.3986,Low,No action required
8008-esflk,0.4069,Medium,Send personalized engagement email
7537-cbquz,0.455,Medium,Send personalized engagement email
1555-djeqw,0.2581,Low,No action required
5649-tjhov,0.46,Medium,Send personalized engagement email
0519-xuzju,0.8068,High,Offer retention discount immediately
3363-ewlgo,0.2896,Low,No action required
4750-ukwjk,0.0588,Low,No action required
6338-avwcy,0.6782,Medium,Send personalized engagement email
1689-yqbyy,0.7816,High,Offer retention discount immediately
4487-zyjzk,0.0541,Low,No action required
2959-fenlu,0.8085,High,Offer retention discount immediately
0708-lgsmf,0.6255,Medium,Send personalized engagement email
9253-qxkbe,0.7534,High,Offer retention discount immediately
7634-hlqjr,0.0507,Low,No action required
0487-rpvum,0.4414,Medium,Send personalized engagement email
4079-ulgfr,0.2232,Low,No action required
2516-xsjkx,0.2388,Low,No action required
0057-qbuqh,0.1261,Low,No action required
9445-szlch,0.6163,Medium,Send personalized engagement email
6599-sfqve,0.6756,Medium,Send personalized engagement email
8331-zxfoe,0.1184,Low,No action required
4003-fushp,0.4319,Medium,Send personalized engagement email
0356-erhvt,0.4822,Medium,Send personalized engagement email
7325-enzfi,0.16,Low,No action required
4884-zthvf,0.8603,High,Offer retention discount immediately
3920-hihmq,0.3171,Low,No action required
3055-oymse,0.5145,Medium,Send personalized engagement email
0613-wuxum,0.0333,Low,No action required
7568-podml,0.7368,High,Offer retention discount immediately
4458-kvrbj,0.062,Low,No action required
5349-iecld,0.808,High,Offer retention discount immediately
1397-xkkwr,0.2081,Low,No action required
3945-gfwql,0.5834,Medium,Send personalized engagement email
8097-omulg,0.1135,Low,No action required
6013-bhcaw,0.1284,Low,No action required
0401-wdbxm,0.1164,Low,No action required
3387-plkui,0.1196,Low,No action required
6096-egvtu,0.0446,Low,No action required
3797-vtidr,0.7933,High,Offer retention discount immediately
5081-nwsup,0.1664,Low,No action required
2580-atzsq,0.0968,Low,No action required
8085-msnlk,0.2799,Low,No action required
9691-hkovs,0.1572,Low,No action required
9881-vczep,0.4297,Medium,Send personalized engagement email
9526-bihhd,0.664,Medium,Send personalized engagement email
8757-tfhhj,0.7289,High,Offer retention discount immediately
4523-wxcef,0.5635,Medium,Send personalized engagement email
1468-defnc,0.0492,Low,No action required
5119-kepfy,0.6077,Medium,Send personalized engagement email
8364-trmmk,0.6782,Medium,Send personalized engagement email
0916-knfaj,0.1185,Low,No action required
8319-qbehw,0.1428,Low,No action required
3063-qfszl,0.8211,High,Offer retention discount immediately
8775-lhdjh,0.9338,High,Offer retention discount immediately
9625-qnlux,0.207,Low,No action required
3097-nqysn,0.8551,High,Offer retention discount immediately
4024-csnby,0.0838,Low,No action required
7110-bdtwg,0.1912,Low,No action required
7493-gvfio,0.0502,Low,No action required
0690-srqid,0.371,Low,No action required
9605-wgjvw,0.9139,High,Offer retention discount immediately
9114-dpsia,0.0387,Low,No action required
4700-ubqmv,0.1995,Low,No action required
7711-gqbzc,0.0332,Low,No action required
3565-unocc,0.7137,High,Offer retention discount immediately
4627-mihjh,0.302,Low,No action required
9795-nrexc,0.0927,Low,No action required
8573-cgocc,0.2354,Low,No action required
7356-aynjp,0.1102,Low,No action required
9249-fxsck,0.4211,Medium,Send personalized engagement email
5493-sdrdq,0.6883,Medium,Send personalized engagement email
6286-suuwt,0.5832,Medium,Send personalized engagement email
4819-hjpiw,0.3175,Low,No action required
8654-dhaow,0.6161,Medium,Send personalized engagement email
5438-qmddl,0.4319,Medium,Send personalized engagement email
9812-ghvri,0.5097,Medium,Send personalized engagement email
5553-aoinx,0.3888,Low,No action required
1228-zlnbx,0.5043,Medium,Send personalized engagement email
4226-kkdon,0.5987,Medium,Send personalized engagement email
3831-ycpuo,0.0886,Low,No action required
7445-wmrbw,0.158,Low,No action required
3308-dghkl,0.0367,Low,No action required
9924-jprmc,0.1353,Low,No action required
0080-emyvy,0.176,Low,No action required
6218-knubd,0.5608,Medium,Send personalized engagement email
7337-cinud,0.0747,Low,No action required
7609-nrnca,0.0681,Low,No action required
0623-ejqeg,0.2884,Low,No action required
7153-chrbv,0.1192,Low,No action required
0871-uruwo,0.8263,High,Offer retention discount immediately
9190-mfjln,0.7247,High,Offer retention discount immediately
6198-pnnsz,0.3689,Low,No action required
3317-vlgqt,0.7668,High,Offer retention discount immediately
4132-poczs,0.4662,Medium,Send personalized engagement email
5614-dnzce,0.1184,Low,No action required
1095-judtc,0.6863,Medium,Send personalized engagement email
3896-rcyye,0.27,Low,No action required
9638-jiqya,0.6219,Medium,Send personalized engagement email
3258-sanfr,0.5655,Medium,Send personalized engagement email
3726-tbhqt,0.1297,Low,No action required
3190-itqxp,0.0507,Low,No action required
0870-vemyl,0.5171,Medium,Send personalized engagement email
4833-qtjno,0.5015,Medium,Send personalized engagement email
3039-mjsln,0.3353,Low,No action required
0178-ciikr,0.3563,Low,No action required
5385-suiri,0.7307,High,Offer retention discount immediately
3982-xwfzq,0.5357,Medium,Send personalized engagement email
5774-qpltf,0.0551,Low,No action required
2322-vczhz,0.7098,High,Offer retention discount immediately
5010-ipeaq,0.0906,Low,No action required
4009-alqfh,0.7884,High,Offer retention discount immediately
6383-ztsiw,0.2994,Low,No action required
8990-yozlv,0.1148,Low,No action required
3069-ssvsn,0.1395,Low,No action required
5222-imukt,0.5732,Medium,Send personalized engagement email
3627-fcrdw,0.7417,High,Offer retention discount immediately
7562-gsuhk,0.699,Medium,Send personalized engagement email
6685-xshhu,0.0423,Low,No action required
8901-uprhr,0.0886,Low,No action required
4903-uyavb,0.304,Low,No action required
0118-jpnoy,0.644,Medium,Send personalized engagement email
6776-tlwoi,0.3723,Low,No action required
3845-fxcys,0.608,Medium,Send personalized engagement email
5857-xrecv,0.0757,Low,No action required
0725-cxotm,0.1361,Low,No action required
4343-ejvqb,0.6728,Medium,Send personalized engagement email
9000-plfuz,0.1331,Low,No action required
3427-ggzzi,0.7683,High,Offer retention discount immediately
7779-orael,0.1364,Low,No action required
0644-oqmdk,0.8285,High,Offer retention discount immediately
4077-cromm,0.737,High,Offer retention discount immediately
3154-cfszg,0.5474,Medium,Send personalized engagement email
2868-mzagq,0.9235,High,Offer retention discount immediately
4847-qnoka,0.7368,High,Offer retention discount immediately
2220-iahls,0.5832,Medium,Send personalized engagement email
1658-xuhbx,0.4401,Medium,Send personalized engagement email
6379-rxjrq,0.8045,High,Offer retention discount immediately
2378-htwfw,0.6042,Medium,Send personalized engagement email
8650-rhrke,0.6864,Medium,Send personalized engagement email
4377-vdhyi,0.3206,Low,No action required
0475-rijep,0.681,Medium,Send personalized engagement email
1260-ttrxi,0.6043,Medium,Send personalized engagement email
3719-tdvqb,0.0465,Low,No action required
6328-zpbgn,0.826,High,Offer retention discount immediately
0201-mibol,0.3537,Low,No action required
4937-qpzpo,0.4224,Medium,Send personalized engagement email
2925-vdzhy,0.0392,Low,No action required
6981-tdrft,0.2281,Low,No action required
3413-cssth,0.3982,Low,No action required
8033-vczgh,0.5401,Medium,Send personalized engagement email
4789-kwmxn,0.4355,Medium,Send personalized engagement email
0224-nijlp,0.07,Low,No action required
7542-cyddm,0.1988,Low,No action required
4718-wxbgi,0.0393,Low,No action required
2867-uimss,0.8857,High,Offer retention discount immediately
8495-prwfh,0.5365,Medium,Send personalized engagement email
0439-ifyun,0.7551,High,Offer retention discount immediately
5716-libjc,0.5715,Medium,Send personalized engagement email
2868-llskm,0.136,Low,No action required
8111-rkspx,0.7735,High,Offer retention discount immediately
2988-qrajy,0.3449,Low,No action required
1585-mqssu,0.3612,Low,No action required
0071-ndafp,0.065,Low,No action required
2856-nnasm,0.6211,Medium,Send personalized engagement email
7328-zjajo,0.0511,Low,No action required
6458-cyidz,0.8047,High,Offer retention discount immediately
8559-cizfv,0.1595,Low,No action required
1090-pykci,0.2457,Low,No action required
3058-wqdre,0.4326,Medium,Send personalized engagement email
7547-eknfs,0.6005,Medium,Send personalized engagement email
2279-axjjk,0.5995,Medium,Send personalized engagement email
6769-dybqn,0.6491,Medium,Send personalized engagement email
0909-selie,0.0917,Low,No action required
3417-tscic,0.1564,Low,No action required
1042-hfucw,0.1528,Low,No action required
4439-jmpmt,0.8623,High,Offer retention discount immediately
6537-otkmy,0.2426,Low,No action required
8999-exmno,0.0581,Low,No action required
6725-tpkjo,0.0551,Low,No action required
2446-beggb,0.9132,High,Offer retention discount immediately
7162-wphpm,0.1033,Low,No action required
1599-mmyrq,0.1344,Low,No action required
8821-kvzkq,0.1056,Low,No action required
1496-ggsuk,0.8129,High,Offer retention discount immediately
6434-ttgjp,0.1632,Low,No action required
0042-jvwoj,0.0661,Low,No action required
0130-sxoun,0.4068,Medium,Send personalized engagement email
2575-gfsoe,0.7545,High,Offer retention discount immediately
2330-pqgdq,0.1608,Low,No action required
1452-uzosf,0.0799,Low,No action required
2097-yvpkn,0.0545,Low,No action required
2842-jtccu,0.6161,Medium,Send personalized engagement email
8597-ctxvj,0.0981,Low,No action required
6631-hmanx,0.0483,Low,No action required
9962-bfpdu,0.5532,Medium,Send personalized engagement email
3296-silra,0.884,High,Offer retention discount immediately
9681-oxgvc,0.9074,High,Offer retention discount immediately
6394-hhhzm,0.3575,Low,No action required
5995-lftle,0.0719,Low,No action required
5180-uciiq,0.4821,Medium,Send personalized engagement email
1932-uedcx,0.6838,Medium,Send personalized engagement email
7153-oanio,0.8655,High,Offer retention discount immediately
5188-hgmlp,0.5275,Medium,Send personalized engagement email
0665-xhdju,0.228,Low,No action required
6521-yytyi,0.9229,High,Offer retention discount immediately
8878-hmwbv,0.7675,High,Offer retention discount immediately
8265-hksow,0.0629,Low,No action required
3544-fbcas,0.0382,Low,No action required
5331-rgmtt,0.6452,Medium,Send personalized engagement email
4759-pxtan,0.2286,Low,No action required
7054-dmvas,0.1475,Low,No action required
3428-mmgub,0.2617,Low,No action required
6549-btypg,0.0978,Low,No action required
7823-jsoag,0.7535,High,Offer retention discount immediately
3705-rhrfr,0.2378,Low,No action required
9374-yolbj,0.66,Medium,Send personalized engagement email
9074-kgvox,0.2987,Low,No action required
6128-dafvy,0.3206,Low,No action required
9933-qrgtx,0.376,Low,No action required
4476-oswtn,0.3372,Low,No action required
3751-ktzel,0.6847,Medium,Send personalized engagement email
1977-stdki,0.9211,High,Offer retention discount immediately
5066-gfjmm,0.435,Medium,Send personalized engagement email
2661-gkbtk,0.1051,Low,No action required
0458-heuzg,0.1821,Low,No action required
7268-wntcp,0.0383,Low,No action required
0824-vwdpo,0.2916,Low,No action required
8409-wqjux,0.1768,Low,No action required
2578-jqphz,0.3528,Low,No action required
3278-fsixx,0.6919,Medium,Send personalized engagement email
5813-uecbu,0.6332,Medium,Send personalized engagement email
0328-grpmv,0.9056,High,Offer retention discount immediately
9746-ugfac,0.0681,Low,No action required
2946-kiqsp,0.3619,Low,No action required
0625-afohs,0.0478,Low,No action required
6726-wexxk,0.3248,Low,No action required
4636-olwoe,0.2239,Low,No action required
4342-hentk,0.8285,High,Offer retention discount immediately
4685-erghk,0.2732,Low,No action required
0885-hmgpy,0.101,Low,No action required
5003-oknnk,0.0618,Low,No action required
4195-smmnx,0.4321,Medium,Send personalized engagement email
7208-psihr,0.3737,Low,No action required
4012-zthbr,0.5776,Medium,Send personalized engagement email
0489-wmemg,0.2325,Low,No action required
7435-znuyy,0.074,Low,No action required
1354-yzfnb,0.0781,Low,No action required
6956-smucm,0.8856,High,Offer retention discount immediately
2985-fmwyf,0.7631,High,Offer retention discount immediately
2812-enymo,0.1145,Low,No action required
2717-hvizy,0.2251,Low,No action required
3223-wzwjm,0.7458,High,Offer retention discount immediately
3422-galyp,0.858,High,Offer retention discount immediately
9053-jzfkv,0.2961,Low,No action required
2530-endwq,0.154,Low,No action required
2890-wfbhu,0.1122,Low,No action required
0327-wfzsy,0.4073,Medium,Send personalized engagement email
7977-hxjku,0.062,Low,No action required
6615-zgedr,0.5832,Medium,Send personalized engagement email
7033-clamm,0.0507,Low,No action required
4023-rtiqm,0.1362,Low,No action required
0864-fvjnj,0.2107,Low,No action required
7356-iwlfw,0.5338,Medium,Send personalized engagement email
9541-pwtwo,0.1609,Low,No action required
3967-vqogc,0.0492,Low,No action required
7872-rddlz,0.4923,Medium,Send personalized engagement email
9250-wypll,0.7509,High,Offer retention discount immediately
6308-cqrbu,0.201,Low,No action required
2754-xbhtb,0.7568,High,Offer retention discount immediately
1597-lhync,0.7649,High,Offer retention discount immediately
0186-caerr,0.181,Low,No action required
3043-sudua,0.168,Low,No action required
5442-bhqng,0.7535,High,Offer retention discount immediately
2169-rrlfw,0.0613,Low,No action required
5872-oeqnh,0.2375,Low,No action required
3162-kkzxo,0.4786,Medium,Send personalized engagement email
7055-vkgda,0.4402,Medium,Send personalized engagement email
0754-ukwqp,0.891,High,Offer retention discount immediately
8873-gldmh,0.7615,High,Offer retention discount immediately
5696-jvvqy,0.1625,Low,No action required
8946-bfwsg,0.0446,Low,No action required
7493-tpuwz,0.9235,High,Offer retention discount immediately
0547-hurjb,0.2781,Low,No action required
8904-opdck,0.3724,Low,No action required
8845-lwkge,0.2255,Low,No action required
1577-hktfg,0.1871,Low,No action required
8752-stivr,0.8556,High,Offer retention discount immediately
0691-nikri,0.4997,Medium,Send personalized engagement email
5022-jnqeq,0.8081,High,Offer retention discount immediately
4558-fantw,0.6604,Medium,Send personalized engagement email
3249-vhrip,0.1331,Low,No action required
3736-blepa,0.2006,Low,No action required
4701-lkozd,0.111,Low,No action required
6603-qwspr,0.4513,Medium,Send personalized engagement email
9921-qfqul,0.4761,Medium,Send personalized engagement email
1929-zcbhe,0.1696,Low,No action required
4378-mypgo,0.2457,Low,No action required
8651-enbzx,0.4781,Medium,Send personalized engagement email
4129-lycoi,0.396,Low,No action required
7798-jvxym,0.6971,Medium,Send personalized engagement email
8647-sdtwq,0.5439,Medium,Send personalized engagement email
2696-ecxkc,0.307,Low,No action required
2081-kjsqf,0.6351,Medium,Send personalized engagement email
7623-trnqn,0.6845,Medium,Send personalized engagement email
3323-cpbwr,0.6076,Medium,Send personalized engagement email
9330-ijwio,0.8731,High,Offer retention discount immediately
3384-ctmsf,0.7161,High,Offer retention discount immediately
0902-rfhof,0.0551,Low,No action required
9286-dojgf,0.5968,Medium,Send personalized engagement email
6048-qbxkl,0.7358,High,Offer retention discount immediately
9661-mhumo,0.7647,High,Offer retention discount immediately
7718-rxdgg,0.5487,Medium,Send personalized engagement email
1025-falix,0.4209,Medium,Send personalized engagement email
3451-vawli,0.0541,Low,No action required
3407-qgwlg,0.3817,Low,No action required
1842-ezjmk,0.6042,Medium,Send personalized engagement email
2347-wkkae,0.6769,Medium,Send personalized engagement email
8735-dcxnf,0.4955,Medium,Send personalized engagement email
3214-iyuuq,0.1973,Low,No action required
1936-uafeh,0.2959,Low,No action required
3587-pmcoy,0.5984,Medium,Send personalized engagement email
8079-xrjrs,0.2055,Low,No action required
1027-lkkqq,0.0377,Low,No action required
7148-xzpha,0.4961,Medium,Send personalized engagement email
8073-ijdcm,0.6351,Medium,Send personalized engagement email
5309-taikl,0.394,Low,No action required
6856-raurs,0.786,High,Offer retention discount immediately
8778-lmwtj,0.8188,High,Offer retention discount immediately
9717-ioaaf,0.1322,Low,No action required
8884-adfvn,0.9092,High,Offer retention discount immediately
2845-kdhvx,0.1143,Low,No action required
0848-somko,0.1015,Low,No action required
2720-wgkhp,0.8918,High,Offer retention discount immediately
6734-fqajx,0.3998,Low,No action required
2869-adawr,0.5509,Medium,Send personalized engagement email
1535-vtjoq,0.075,Low,No action required
6368-tzzdt,0.0781,Low,No action required
0943-zqpxh,0.5347,Medium,Send personalized engagement email
1293-bseun,0.029,Low,No action required
9894-ezewg,0.8526,High,Offer retention discount immediately
1302-tpubn,0.0483,Low,No action required
7851-flggq,0.7262,High,Offer retention discount immediately
0637-ubjrp,0.7136,High,Offer retention discount immediately
0940-ouqec,0.7798,High,Offer retention discount immediately
2378-vtkdh,0.6536,Medium,Send personalized engagement email
0927-cngrh,0.5532,Medium,Send personalized engagement email
8608-oztlb,0.2215,Low,No action required
2335-gsoda,0.1223,Low,No action required
1952-dvvsw,0.0757,Low,No action required
0702-pgibz,0.8929,High,Offer retention discount immediately
6656-guljq,0.0382,Low,No action required
9853-jfzdu,0.3726,Low,No action required
1963-vaukv,0.5832,Medium,Send personalized engagement email
3777-xrobg,0.0543,Low,No action required
6994-fgrhh,0.2864,Low,No action required
4000-vgmqp,0.1608,Low,No action required
3999-wrngr,0.4146,Medium,Send personalized engagement email
3466-ritxd,0.5813,Medium,Send personalized engagement email
2680-xkknj,0.1693,Low,No action required
3058-hjcuy,0.5332,Medium,Send personalized engagement email
2974-gguxs,0.6211,Medium,Send personalized engagement email
7994-xirtr,0.1309,Low,No action required
3259-fdwoy,0.2169,Low,No action required
2101-rancd,0.5709,Medium,Send personalized engagement email
7921-bepci,0.0504,Low,No action required
0807-zabdg,0.6542,Medium,Send personalized engagement email
8510-tmwyb,0.1477,Low,No action required
3258-zkpai,0.0736,Low,No action required
1428-iedpr,0.491,Medium,Send personalized engagement email
5298-gstlm,0.4077,Medium,Send personalized engagement email
4450-yoohp,0.3375,Low,No action required
6728-czfei,0.176,Low,No action required
5748-rncjt,0.3767,Low,No action required
3653-ncrdj,0.0444,Low,No action required
6121-tnhbo,0.111,Low,No action required
5119-nzptv,0.7722,High,Offer retention discount immediately
6519-zhpxp,0.0886,Low,No action required
7739-laxog,0.5865,Medium,Send personalized engagement email
3472-qprch,0.0664,Low,No action required
8224-uaxbz,0.2432,Low,No action required
9610-wcesf,0.2115,Low,No action required
9776-cluja,0.6645,Medium,Send personalized engagement email
2486-wyvve,0.1842,Low,No action required
3865-zykad,0.4987,Medium,Send personalized engagement email
1422-dgubx,0.322,Low,No action required
2999-aanrq,0.1377,Low,No action required
8668-knzti,0.23,Low,No action required
0480-kyjva,0.0233,Low,No action required
6034-zrycv,0.1849,Low,No action required
9746-ykgxb,0.1276,Low,No action required
3926-yzvvx,0.134,Low,No action required
6000-uklwi,0.0551,Low,No action required
2079-fbmzk,0.6909,Medium,Send personalized engagement email
6332-fbzri,0.1129,Low,No action required
2096-xotmo,0.214,Low,No action required
3266-ftkhb,0.0314,Low,No action required
8221-eqdgl,0.2873,Low,No action required
2346-locwc,0.0437,Low,No action required
6608-qqlvk,0.8211,High,Offer retention discount immediately
0298-xacet,0.1238,Low,No action required
7560-qjavj,0.1098,Low,No action required
2995-ywtcd,0.091,Low,No action required
3551-huazh,0.9263,High,Offer retention discount immediately
9137-uiypg,0.6149,Medium,Send personalized engagement email
2809-zmyoq,0.7422,High,Offer retention discount immediately
5084-oovcj,0.4161,Medium,Send personalized engagement email
0254-wwrkd,0.096,Low,No action required
7727-shvzv,0.2602,Low,No action required
6302-jgyrj,0.1995,Low,No action required
5339-pxdvh,0.8166,High,Offer retention discount immediately
2205-lpvgl,0.1385,Low,No action required
8782-nuuol,0.1098,Low,No action required
3685-ylcmq,0.524,Medium,Send personalized engagement email
7601-wfvzv,0.5832,Medium,Send personalized engagement email
4609-knnwg,0.0478,Low,No action required
4868-aadlv,0.2396,Low,No action required
9529-ofxhy,0.7115,High,Offer retention discount immediately
8634-mphtr,0.7424,High,Offer retention discount immediately
2669-qvcrg,0.5737,Medium,Send personalized engagement email
2478-eewwm,0.4721,Medium,Send personalized engagement email
9174-ihetn,0.1439,Low,No action required
2233-txsiu,0.1487,Low,No action required
9644-umgqa,0.6358,Medium,Send personalized engagement email
3256-ezdbi,0.3924,Low,No action required
8761-nsobc,0.582,Medium,Send personalized engagement email
0419-yaapx,0.5509,Medium,Send personalized engagement email
8413-vonuo,0.819,High,Offer retention discount immediately
0872-caszj,0.1194,Low,No action required
4726-dlwqn,0.4832,Medium,Send personalized engagement email
8164-ockuj,0.0437,Low,No action required
3094-jojai,0.5043,Medium,Send personalized engagement email
9494-mrnyx,0.7284,High,Offer retention discount immediately
2599-czabp,0.2461,Low,No action required
7945-prbvf,0.0614,Low,No action required
4544-rxfmg,0.1971,Low,No action required
0859-ygkfw,0.0589,Low,No action required
1150-ftqgn,0.2049,Low,No action required
9223-ucpvt,0.8798,High,Offer retention discount immediately
7196-liwrh,0.0809,Low,No action required
5448-vwnam,0.5597,Medium,Send personalized engagement email
1177-xzbjl,0.1267,Low,No action required
3518-fstwg,0.1129,Low,No action required
9330-vofsz,0.3307,Low,No action required
4351-qlcsu,0.7289,High,Offer retention discount immediately
0939-eremr,0.3672,Low,No action required
9389-acwbi,0.7044,High,Offer retention discount immediately
5419-jprrn,0.9411,High,Offer retention discount immediately
3644-qxehn,0.7283,High,Offer retention discount immediately
2911-ijorq,0.1361,Low,No action required
5921-ngyrh,0.411,Medium,Send personalized engagement email
2100-bdnsn,0.4742,Medium,Send personalized engagement email
5998-dzlyr,0.2531,Low,No action required
0488-gslfr,0.921,High,Offer retention discount immediately
9318-nknfc,0.6124,Medium,Send personalized engagement email
3985-hoypm,0.0554,Low,No action required
9728-fttvz,0.921,High,Offer retention discount immediately
9548-lerkt,0.0575,Low,No action required
6576-fbxoj,0.2098,Low,No action required
4310-kedtb,0.3277,Low,No action required
7254-iqwoz,0.9245,High,Offer retention discount immediately
2474-brucm,0.6878,Medium,Send personalized engagement email
4062-hbmos,0.697,Medium,Send personalized engagement email
0742-nxbgr,0.9235,High,Offer retention discount immediately
2676-ishsf,0.5832,Medium,Send personalized engagement email
9236-nducw,0.1745,Low,No action required
4753-padas,0.3667,Low,No action required
